Words,Emotion
pudding,Surprise
doh,Surprise
bless my soul!,Surprise
stranded,Surprise
knock (or blow) someone's socks off,Surprise
good grief,Surprise
stupendous,Surprise
out of the blue,Surprise
collide,Surprise
stupor,Surprise
recuperate,Surprise
boys will be boys,Surprise
resurprise,Surprise
knockout,Surprise
no less than,Surprise
stabilization,Surprise
decouple,Surprise
tut-tut,Surprise
conduction,Surprise
bivouac,Surprise
a word hard to spell,Surprise
undreamed,Surprise
creep up on/behind sb,Surprise
raise (a few) eyebrows,Surprise
glory,Surprise
vale,Surprise
emergency,Surprise
daring,Surprise
heyday,Surprise
for goodness' sake,Surprise
take sb aback,Surprise
raise your eyebrows,Surprise
magtig,Surprise
sneak up (on someone),Surprise
creep up on,Surprise
shock therapy,Surprise
electric harpoon,Surprise
shock–head,Surprise
jump,Surprise
hold/hang on a minute,Surprise
microphonics,Surprise
dazzle,Surprise
conversationalist,Surprise
electroshocked,Surprise
juxtaposition,Surprise
to show,Surprise
encouragement,Surprise
festivity,Surprise
insane,Surprise
brush,Surprise
holy smoke/cow/mackerel etc,Surprise
tour de force,Surprise
moi,Surprise
omg,Surprise
ruse,Surprise
to view,Surprise
to quicken,Surprise
exclaimed,Surprise
curious,Surprise
midsole,Surprise
catatonic,Surprise
ho,Surprise
detonation,Surprise
crampfish,Surprise
to right a wrong,Surprise
earthquake,Surprise
assassination,Surprise
tremendously,Surprise
spoiler,Surprise
ammonium picrate,Surprise
words fail me,Surprise
curve ball,Surprise
shock front,Surprise
what the world is coming to,Surprise
cadaver,Surprise
gracious,Surprise
oh,Surprise
sap,Surprise
private parts,Surprise
dawn raid,Surprise
subreption,Surprise
curve,Surprise
millenarian,Surprise
come upon,Surprise
to think deeply,Surprise
discover,Surprise
shock stall,Surprise
catch someone in the act,Surprise
heigh-ho,Surprise
sidle,Surprise
claim,Surprise
if it isn't,Surprise
a another word for handsome,Surprise
wither,Surprise
exclamation,Surprise
you don't say!,Surprise
shite,Surprise
craftastic,Surprise
aue,Surprise
pull sb up short,Surprise
director,Surprise
whoever,Surprise
rick,Surprise
recoil spring,Surprise
to repeat yourself,Surprise
the shit,Surprise
tongueless,Surprise
MSF,Surprise
intershock,Surprise
snub,Surprise
fright,Surprise
defibrillation,Surprise
to remember,Surprise
zap,Surprise
wonderstruck,Surprise
if not,Surprise
calm,Surprise
rude,Surprise
shock wave,Surprise
signature,Surprise
good now,Surprise
have something up your sleeve,Surprise
manned,Surprise
proclaim,Surprise
pornography,Surprise
rigor,Surprise
supercritical,Surprise
ever,Surprise
My goodness,Surprise
arrah,Surprise
quelle surprise,Surprise
electroshock,Surprise
eyebrow,Surprise
admirative,Surprise
unbeknownst,Surprise
no shit!,Surprise
Malapterurus,Surprise
can't believe,Surprise
ambush,Surprise
driving spring,Surprise
central,Surprise
underwhelm,Surprise
gawp,Surprise
fitted,Surprise
fun house,Surprise
fancy,Surprise
pituitary,Surprise
simulate,Surprise
chorus,Surprise
spoilery,Surprise
electrohydraulic,Surprise
saying,Surprise
salamander,Surprise
to value,Surprise
hit sb between the eyes,Surprise
Godsokers,Surprise
gaze,Surprise
jaw–dropping,Surprise
bedad,Surprise
caramba,Surprise
shockie,Surprise
tongue,Surprise
cracky,Surprise
Hughes,Surprise
rubber,Surprise
Lordy,Surprise
ejaculate,Surprise
sirree,Surprise
contrecoup,Surprise
camisado,Surprise
Blue,Surprise
by gum,Surprise
reinforcer,Surprise
meizoseismal,Surprise
rebound,Surprise
resilient,Surprise
sally,Surprise
gasp,Surprise
to remove,Surprise
to use for the first time,Surprise
devil,Surprise
anterograde,Surprise
jaw-dropping,Surprise
raise one's eyebrows (or an eyebrow),Surprise
astound,Surprise
admiration,Surprise
effluence,Surprise
trick,Surprise
factor,Surprise
heaven's above,Surprise
stone the crows!,Surprise
concussation,Surprise
strangely,Surprise
raid,Surprise
 ,Surprise
electrocute,Surprise
yawn,Surprise
brother,Surprise
in-your-face,Surprise
gangster,Surprise
bust,Surprise
conceited,Surprise
aback,Surprise
take (someone) by surprise,Surprise
boilover,Surprise
guess,Surprise
assassin,Surprise
shocker,Surprise
kicker,Surprise
cushioned,Surprise
oleo strut,Surprise
overtake,Surprise
stupidly,Surprise
shatter cone,Surprise
to talk on and on,Surprise
overarching,Surprise
muscle,Surprise
knock (or hit) someone for six,Surprise
sit up and take notice,Surprise
lo,Surprise
bracket,Surprise
frighteningly,Surprise
air blast,Surprise
pant,Surprise
subrigid,Surprise
not bat an eyelid,Surprise
defining,Surprise
at this time of night,Surprise
reclaim,Surprise
conversation-stopper,Surprise
bowl,Surprise
ground,Surprise
cheat,Surprise
over,Surprise
Gawd,Surprise
take/catch someone by surprise,Surprise
ye gods!,Surprise
give a start,Surprise
chortle,Surprise
shock treatment,Surprise
receive,Surprise
by jingo,Surprise
dearie me!,Surprise
blow away someone,Surprise
(as) big as life,Surprise
give the game away,Surprise
livid,Surprise
electric ray,Surprise
enfant terrible,Surprise
bats,Surprise
imagine,Surprise
cataplexy,Surprise
fracking,Surprise
rug-headed,Surprise
catatonia,Surprise
shock absorbent watch,Surprise
Jeebus,Surprise
spring,Surprise
come as a revelation,Surprise
out of thin air,Surprise
to verify,Surprise
distributor,Surprise
Pearl Harbor,Surprise
awesome,Surprise
girl,Surprise
peritonism,Surprise
floor,Surprise
how,Surprise
to repeat,Surprise
amnesiac,Surprise
marvellous,Surprise
shook,Surprise
cor,Surprise
frog boot,Surprise
ward,Surprise
percuss,Surprise
pleistoseist,Surprise
dolly,Surprise
phenomenally,Surprise
(it's a) small world,Surprise
horror,Surprise
wit,Surprise
dirty realism,Surprise
scandalize,Surprise
outrageous,Surprise
amnesia,Surprise
stratagem,Surprise
amaze,Surprise
reverberate,Surprise
bowl sb over,Surprise
defibrillator,Surprise
knock someone sideways,Surprise
hollo,Surprise
hullo,Surprise
no kidding,Surprise
midnight,Surprise
eclat,Surprise
sensational,Surprise
predominance,Surprise
lit,Surprise
algid,Surprise
heart shock,Surprise
TSS,Surprise
aversion therapy,Surprise
purveyor,Surprise
liquidity,Surprise
scandal,Surprise
"Toffler, Alvin",Surprise
resuscitate,Surprise
dope,Surprise
exclamatory,Surprise
pace,Surprise
porn,Surprise
mojo,Surprise
parrilla,Surprise
watch,Surprise
sedate,Surprise
hoo-ha,Surprise
to use again,Surprise
thrill,Surprise
refraction shooting,Surprise
cardioversion,Surprise
paddle,Surprise
astone,Surprise
galvanize,Surprise
really,Surprise
lurid,Surprise
to use,Surprise
heigh,Surprise
obreptitious,Surprise
deadbeat,Surprise
capsheaf,Surprise
excel,Surprise
first,Surprise
flash mob,Surprise
commando,Surprise
shockheaded,Surprise
make your blood curdle,Surprise
epigram,Surprise
unamazed,Surprise
"Rommel, Erwin",Surprise
circumflex,Surprise
crackerjack,Surprise
shockingly,Surprise
abruptly,Surprise
"what, how, why, etc. in the world",Surprise
draw in,Surprise
special,Surprise
cost,Surprise
jarring,Surprise
breathtaker,Surprise
bowl someone over,Surprise
right to vote,Surprise
affright,Surprise
picket,Surprise
surprise,Surprise
reflection shooting,Surprise
great gun,Surprise
electrify,Surprise
strippergram,Surprise
definition,Surprise
shaken,Surprise
outpost,Surprise
element,Surprise
astounding,Surprise
say,Surprise
catch out,Surprise
Lloyd Webber,Surprise
superhero,Surprise
geophone,Surprise
incomparable,Surprise
goggle-eyed,Surprise
glory be!,Surprise
Incabloc,Surprise
to stop,Surprise
amazing,Surprise
slay,Surprise
O,Surprise
sudden,Surprise
heartstrike,Surprise
interrobang,Surprise
goose flesh,Surprise
aseismic,Surprise
shell-shocker,Surprise
throw (sb) a curve (ball),Surprise
you mean,Surprise
concussion,Surprise
vanguard,Surprise
Tet Offensive,Surprise
guignol,Surprise
from the beginning,Surprise
épater,Surprise
ow,Surprise
come,Surprise
asphyxia,Surprise
nap-taking,Surprise
pull up,Surprise
magnetosheath,Surprise
shtum,Surprise
surprised,Surprise
galvanic,Surprise
trap,Surprise
surfboat,Surprise
bewilder,Surprise
to speak well,Surprise
blip,Surprise
to take over,Surprise
Trendelenburg position,Surprise
quick kick,Surprise
shazbot,Surprise
blowhard,Surprise
humph,Surprise
apotheosis,Surprise
third–degree burn,Surprise
holy moly,Surprise
upstage,Surprise
arré,Surprise
embolism,Surprise
another example,Surprise
rivet,Surprise
beaten,Surprise
kissogram,Surprise
to want very much,Surprise
Jesus,Surprise
tremendous,Surprise
booby trap,Surprise
treat,Surprise
be in for a shock,Surprise
bolt from the blue,Surprise
blow someone's mind,Surprise
good lack,Surprise
in all one's born days,Surprise
invention,Surprise
accha,Surprise
no way,Surprise
catch someone off guard,Surprise
anaphylaxis,Surprise
gee,Surprise
gee whiz,Surprise
sepsis,Surprise
arched,Surprise
astonishment,Surprise
lo and behold,Surprise
buzz,Surprise
shockdog,Surprise
Manning,Surprise
combat fatigue,Surprise
storm trooper,Surprise
flip out,Surprise
Haw-Haw,Surprise
heaven,Surprise
swounds,Surprise
bow shock,Surprise
dashpot,Surprise
heartikins,Surprise
jeepers,Surprise
tantalizing,Surprise
shock-head,Surprise
stunner,Surprise
adzooks,Surprise
hair,Surprise
slack-jawed,Surprise
electric eel,Surprise
say what,Surprise
exclaiming,Surprise
lawks,Surprise
sickening,Surprise
"I don't know how, what, why, etc.",Surprise
catch someone on the hop,Surprise
py korry,Surprise
better,Surprise
dead–stroke hammer,Surprise
crash,Surprise
synchromesh,Surprise
guide,Surprise
family,Surprise
jostle,Surprise
trauma,Surprise
hell’s bells/teeth,Surprise
to uplift,Surprise
shock cord,Surprise
"Dale, Sir Henry Hallett",Surprise
exculpate,Surprise
regret,Surprise
haymaker,Surprise
set (or rock) someone back on their heels,Surprise
prodigy,Surprise
tingle,Surprise
altered,Surprise
ward-corn,Surprise
masoola boat,Surprise
shell-shock,Surprise
to urinate,Surprise
practical joke,Surprise
shock tactic,Surprise
appal,Surprise
unsurprised,Surprise
spontaneously,Surprise
prude,Surprise
traumatic,Surprise
ICD,Surprise
gee–whiz,Surprise
take one's breath away,Surprise
jack-in-the-box,Surprise
EST,Surprise
embrittle,Surprise
torpedo,Surprise
to use someone,Surprise
ranger,Surprise
gad,Surprise
grief,Surprise
magic,Surprise
turn up,Surprise
defibrillate,Surprise
day to day,Surprise
odso,Surprise
unprepared,Surprise
to spread out,Surprise
flush,Surprise
toxic shock syndrome,Surprise
nascent,Surprise
curl,Surprise
can,Surprise
perspicuity,Surprise
revelation,Surprise
aha,Surprise
supprise,Surprise
however,Surprise
have been around the block (a couple of/a few times),Surprise
rejolt,Surprise
acrobatic,Surprise
my,Surprise
gotcha,Surprise
warm heart,Surprise
blessed,Surprise
ist,Surprise
deary,Surprise
anaphylactic,Surprise
how do you like that,Surprise
hindmost,Surprise
go on,Surprise
portent,Surprise
extracorporeal,Surprise
scab,Surprise
buffer,Surprise
lithotripsy,Surprise
exclamation mark,Surprise
benedicite,Surprise
it's a small world,Surprise
a kick in the pants (or up the backside),Surprise
ashen,Surprise
ZOMG,Surprise
bombing raid,Surprise
bungee cord,Surprise
take someone aback,Surprise
shock radio/TV,Surprise
aw,Surprise
huh,Surprise
blinding,Surprise
extension,Surprise
bespeak,Surprise
holy cats,Surprise
glory be,Surprise
schlock,Surprise
dark horse,Surprise
man,Surprise
blessing,Surprise
ridiculously,Surprise
to use up,Surprise
bump,Surprise
remarkably,Surprise
inveigh,Surprise
nonplussed,Surprise
cowabunga,Surprise
bombshell,Surprise
algidity,Surprise
Jove,Surprise
wisha,Surprise
(well) I'll be damned!,Surprise
sacré bleu,Surprise
septic,Surprise
sheaf,Surprise
help,Surprise
grievous,Surprise
spring a surprise,Surprise
masterpiece,Surprise
stabilizer,Surprise
grunt,Surprise
latah,Surprise
to volunteer,Surprise
"surprise, surprise",Surprise
pulmotor,Surprise
by God/gum/Jove etc,Surprise
to remove debris from raw wool,Surprise
fitter,Surprise
too,Surprise
blabber,Surprise
Hercules,Surprise
recoil pad,Surprise
gross-out,Surprise
risqué,Surprise
coup de main,Surprise
steal,Surprise
faze,Surprise
blow sb away,Surprise
air spring,Surprise
fegs,Surprise
bushwhack,Surprise
obreption,Surprise
lumme,Surprise
hypovolemic shock,Surprise
camphorsulfonic acid,Surprise
beaut,Surprise
electric chorea,Surprise
microphonic,Surprise
stonish,Surprise
outcry,Surprise
Judas Priest,Surprise
what do/can you expect?,Surprise
ick,Surprise
wait a minute/second,Surprise
goggle–eyed,Surprise
preparation,Surprise
unsurprising,Surprise
dear,Surprise
kick,Surprise
blitzkrieg,Surprise
Jiminy,Surprise
lor,Surprise
uxorious,Surprise
cargo,Surprise
earth,Surprise
unawares,Surprise
amazement,Surprise
I'll be blowed!,Surprise
trump,Surprise
contemporaries,Surprise
find (or lose) one's tongue,Surprise
soul,Surprise
for real,Surprise
peek,Surprise
conifer,Surprise
strike,Surprise
Mamma mia,Surprise
shock absorber,Surprise
delirium,Surprise
stun gun,Surprise
trample,Surprise
wonder,Surprise
astonish,Surprise
air cushion,Surprise
best,Surprise
nifty,Surprise
to stand out,Surprise
catch sb off guard,Surprise
strewth,Surprise
wad,Surprise
hurtle,Surprise
blimey,Surprise
ah,Surprise
disedify,Surprise
I declare,Surprise
safety glass,Surprise
bowl over,Surprise
wire glass,Surprise
guerrilla [or] guerilla,Surprise
aftershock,Surprise
stone me! (or stone the crows!),Surprise
lawsy,Surprise
you live and learn,Surprise
shock trooper,Surprise
thing,Surprise
Madonna mia,Surprise
aphasic,Surprise
ag,Surprise
muse,Surprise
for the love of God,Surprise
appalled,Surprise
ignition,Surprise
bedeck,Surprise
mysterious,Surprise
it is (or what) a small world,Surprise
who would have thought,Surprise
secret,Surprise
zinger,Surprise
shock tube,Surprise
withdrawal,Surprise
black sheep,Surprise
clamor,Surprise
meeting,Surprise
tentatively,Surprise
Great Scott!,Surprise
crap,Surprise
conspiratorial,Surprise
dynamite,Surprise
to teach,Surprise
language,Surprise
whew,Surprise
take someone's breath away,Surprise
deify,Surprise
avant-garde,Surprise
dismay,Surprise
son of a gun,Surprise
pawky,Surprise
cushion,Surprise
bingo,Surprise
to think,Surprise
isoseismal,Surprise
boo,Surprise
quel,Surprise
resilient escapement,Surprise
(as) white as a sheet,Surprise
awe,Surprise
mind,Surprise
musha,Surprise
thunderbolt,Surprise
sit up,Surprise
shock damper,Surprise
preposterous,Surprise
silence,Surprise
Addisonian crisis,Surprise
rude shock,Surprise
guard,Surprise
eyebrow-raiser,Surprise
assassinate,Surprise
quake,Surprise
throw (or catch) someone off balance,Surprise
"Rice, Sir Tim",Surprise
storm troops,Surprise
handwritten,Surprise
holler,Surprise
halloo,Surprise
fluster,Surprise
miracle,Surprise
jings,Surprise
spring on,Surprise
work miracles,Surprise
splurt,Surprise
blindside,Surprise
electrical shock,Surprise
sentinel,Surprise
describing,Surprise
inconceivable,Surprise
outmoded,Surprise
effect,Surprise
uh-oh,Surprise
jolt,Surprise
to vomit,Surprise
lilliputian,Surprise
good grief!,Surprise
blab,Surprise
what do you know,Surprise
hey,Surprise
begorra,Surprise
frightful,Surprise
scupper,Surprise
shock-headed,Surprise
numerous,Surprise
mute,Surprise
eyebrow-raising,Surprise
astoundingly,Surprise
languageless,Surprise
MacPherson,Surprise
ha [or] hah,Surprise
and,Surprise
electropuncture,Surprise
thunderclap,Surprise
hippo,Surprise
clue,Surprise
holy cow,Surprise
to the point,Surprise
hilly,Surprise
drop a bombshell,Surprise
by Jove,Surprise
fancied,Surprise
gloppen,Surprise
breath,Surprise
stun,Surprise
break,Surprise
caught,Surprise
prank,Surprise
electric fish,Surprise
hah,Surprise
cagy,Surprise
funny,Surprise
unaltered,Surprise
critique,Surprise
subshock,Surprise
charge,Surprise
class,Surprise
polymath,Surprise
My heavens,Surprise
to understand,Surprise
douche,Surprise
everything goes wrong,Surprise
hammer blow,Surprise
bow wave,Surprise
raree–show,Surprise
take aback,Surprise
to quench,Surprise
marvelous,Surprise
a sight to see/behold,Surprise
illusionist,Surprise
corruption,Surprise
a another word for happy,Surprise
thanatosis,Surprise
perplex,Surprise
cold,Surprise
short–short,Surprise
affair,Surprise
surreptitiously,Surprise
(as) large as life,Surprise
crop up,Surprise
tacitly,Surprise
boorish,Surprise
scandalmonger,Surprise
to separate,Surprise
waylay,Surprise
crush space,Surprise
hattock,Surprise
forewarning,Surprise
crash pad,Surprise
stone the crows,Surprise
gonzo,Surprise
consternation,Surprise
breathtakingly,Surprise
throw (or knock) someone for a loop,Surprise
pith,Surprise
to question everything,Surprise
unmodified,Surprise
fancier,Surprise
vociferate,Surprise
quotha,Surprise
TNT,Surprise
geyser,Surprise
overhear,Surprise
lightning war,Surprise
epaulet,Surprise
take,Surprise
hallo,Surprise
algarade,Surprise
begad,Surprise
radiant,Happy
happy,Happy
happiest,Happy
jocose,Happy
jocund,Happy
on a high,Happy
over the moon,Happy
over the hump,Happy
fortune,Happy
fortunate,Happy
fortunately,Happy
rapt,Happy
smile,Happy
exhilarant,Happy
fantabulous,Happy
grateful,Happy
glowing,Happy
grinning,Happy
good,Happy
better,Happy
best,Happy
untroubled,Happy
joking,Happy
opportunity,Happy
willing,Happy
glad,Happy
ready,Happy
opprtunistic,Happy
luckily,Happy
favorite,Happy
favourite,Happy
timely,Happy
advantage,Happy
proper,Happy
propitious,Happy
convenient,Happy
conveniently,Happy
properly,Happy
felicitate,Happy
felictious,Happy
benefit,Happy
beneficial,Happy
fit,Happy
helpful,Happy
appropriate,Happy
appropriately,Happy
right,Happy
rightly,Happy
apposite,Happy
seemly,Happy
befitting,Happy
inclined,Happy
excellent,Happy
excellently,Happy
wonderfully,Surprise
greatly,Happy
elegance,Happy
elegantly,Happy
gay,Happy
bad,Sad
worst,Sad
satisfactory,Happy
satisfactorily,Happy
joke,Happy
dashing,Happy
brightness,Happy
brightly,Happy
comfortably,Happy
luck,Happy
succesful,Happy
successfully,Happy
chill,Fear
frighten,Fear
shock,Surprise
marvel,Surprise
aweful,Surprise
godsend,Surprise
expected,Happy
unexpected,Happy
curious,Surprise
curiosity,Surprise
sudden,Surprise
Suddenly,Surprise
Suddenness,Surprise
phenomenal,Surprise
phenomenon,Surprise
bewilderment,Surprise
stupefaction,Surprise
unforeseen,Surprise
astoundment,Surprise
wonderment,Surprise
abruptness,Surprise
incredible,Surprise
incredibly,Surprise
eureka,Surprise
heartbreak,Sad
hurting,Sad
heavyhearted,Sad
heartsick,Sad
sorrow,Sad
sorry,Sad
grief,Sad
grieved,Sad
low,Sad
down,Sad
morbid,Sad
trouble,Sad
troubled,Sad
doleful,Sad
languishing,Sad
sick,Sad
sickness,Sad
forlorn,Sad
consolidate,Happy
consolidating,Happy
terror,Fear
horrible,Fear
terrorising,Fear
suspicious,Fear
suspicion,Fear
nervousness,Fear
discomfort,Fear
discomposure,Fear
uneasy,Fear
timidity,Fear
phobia,Fear
uneasiness,Fear
disquiet,Fear
annoying,Angry
rage,Angry
temper,Angry
ranting,Angry
raving,Angry
storming,Angry
uptight,Angry
fierce,Angry
sore,Angry
hot,Angry
tumultous,Angry
cool,Happy
calmness,Happy
bless,Happy
blessed,Happy
blessing,Happy
blessings,Happy
advantages,Happy
appointment,Happy
appointed,Happy
sad,Sad
superb,Happy
